time,body0_x,body0_y,body0_z,body1_x,body1_y,body1_z
5961600.00000000,-2357113.75923987,85008403.15530016,0.00000000,576128185.37429214,-821848227.45100737,0.00000000
6048000.00000000,-2756230.02194877,85653320.43979588,0.00000000,608592395.68343890,-786005150.45575404,0.00000000
6134400.00000000,-3137779.10119407,86271664.22715974,0.00000000,639627687.17421675,-748000578.97845793,0.00000000
6220800.00000000,-3500207.73680275,86863689.71764632,0.00000000,669107717.30027282,-707855271.06761384,0.00000000
6307200.00000000,-3841890.57644920,87429716.95880146,0.00000000,696900279.52267313,-665595259.46557879,0.00000000
6393600.00000000,-4161126.30767711,87970141.77062538,0.00000000,722866988.68765652,-621252740.26389575,0.00000000
6480000.00000000,-4456134.29476364,88485448.26926932,0.00000000,746863007.46838033,-574867091.58372056,0.00000000
6566400.00000000,-4725051.96085602,88976223.17633754,0.00000000,768736833.42729783,-526486037.49779582,0.00000000
6652800.00000000,-4965933.22546564,89443172.10296321,0.00000000,788330171.92155862,-476166972.58099568,0.00000000
6739200.00000000,-5176748.39234049,89887137.98920768,0.00000000,805477926.98253107,-423978461.77538460,0.00000000
6825600.00000000,-5355385.98467224,90309121.85446407,0.00000000,820008350.59197271,-370001928.23290491,0.00000000
6912000.00000000,-5499657.14446155,90710305.96598408,0.00000000,831743400.52743638,-314333537.84877968,0.00000000
6998400.00000000,-5607303.35005815,91092079.45066120,0.00000000,840499368.10878897,-257086282.52995396,0.00000000
7084800.00000000,-5676008.35712902,91456066.24750368,0.00000000,846087849.47935855,-198392253.85579649,0.00000000
7171200.00000000,-5703415.42602104,91804155.10997994,0.00000000,848317146.88365138,-138405083.47590250,0.00000000
7257600.00000000,-5687151.04865106,92138531.10180344,0.00000000,846994198.61814451,-77302504.98461780,0.00000000
7344000.00000000,-5624856.50749378,92461707.66952880,0.00000000,841927146.04675674,-15288962.71351833,0.00000000
7430400.00000000,-5514228.65259579,92776557.90609930,0.00000000,832928650.41272247,47401845.28431487,0.00000000
7516800.00000000,-5353071.21959052,93086343.03499073,0.00000000,819820067.05794895,110504650.32736027,0.00000000
7603200.00000000,-5139357.76612426,93394735.45528574,0.00000000,802436564.68665409,173720738.61390579,0.00000000
7689600.00000000,-4871306.79594093,93705832.93269317,0.00000000,780633235.97601867,236716796.92121756,0.00000000
7776000.00000000,-4547468.78435004,94024159.78144082,0.00000000,754292176.24814034,299124816.47010028,0.00000000
7862400.00000000,-4166823.54529769,94354650.29433011,0.00000000,723330403.33039808,360543440.72813958,0.00000000
7948800.00000000,-3728884.66394937,94702609.44308552,0.00000000,687708352.12620127,420541162.05247384,0.00000000
8035200.00000000,-3233805.62437664,95073646.24173222,0.00000000,647438507.06588602,478661741.92828274,0.00000000
8121600.00000000,-2682479.99241850,95473576.41049995,0.00000000,602593551.00413108,534432128.30963922,0.00000000
8208000.00000000,-2076625.94450978,95908293.30440183,0.00000000,553313240.81466138,587372954.31914556,0.00000000
8294400.00000000,-1418844.10418850,96383609.51535070,0.00000000,499809111.82530355,637011422.36890554,0.00000000
8380800.00000000,-712637.68096811,96905075.86403070,0.00000000,442366115.91857284,682896027.40408707,0.00000000
8467200.00000000,37614.16704939,97477789.04526033,0.00000000,381340454.84038556,724612203.07415926,0.00000000
8553600.00000000,826734.79792203,98106203.02731591,0.00000000,317153197.85902584,761797662.55609918,0.00000000
8640000.00000000,1648879.63065526,98793961.35326520,0.00000000,250279744.56179273,794156039.20320964,0.00000000
8726400.00000000,2497709.38981161,99543766.88707486,0.00000000,181235733.09786320,821467481.42724574,0.00000000
8812800.00000000,3366593.57675255,100357302.00588892,0.00000000,110560489.77981263,843595144.27718270,0.00000000
8899200.00000000,4248826.55627429,101235206.27167289,0.00000000,38799452.54603650,860487005.63291848,0.00000000
8985600.00000000,5137837.43893815,102177111.44027202,0.00000000,-33512900.91716963,872173018.56026852,0.00000000
9072000.00000000,6027376.85063724,103181726.83819112,0.00000000,-105868245.05591889,878758166.74369478,0.00000000
9158400.00000000,6911668.07711414,104246963.03571811,0.00000000,-177796700.57921022,880412404.88546550,0.00000000
9244800.00000000,7785515.76492156,105370079.16065307,0.00000000,-248875676.22053248,877358676.17242360,0.00000000
9331200.00000000,8644371.04754752,106547839.18674852,0.00000000,-318735166.11214554,869860199.73763692,0.00000000
9417600.00000000,9484356.61831961,107776664.55019565,0.00000000,-387059789.22098392,858208056.79966056,0.00000000
9504000.00000000,10302258.34655247,109052773.64625728,0.00000000,-453588107.40413111,842709843.97372699,0.00000000
9590400.00000000,11095491.46869311,110372302.28687809,0.00000000,-518109875.38865721,823679875.22151399,0.00000000
9676800.00000000,11862049.46040590,111731402.41437192,0.00000000,-580461882.01503646,801431152.45669281,0.00000000
9763200.00000000,12600442.84266743,113126318.90074989,0.00000000,-640522972.71056676,776269118.66958773,0.00000000
9849600.00000000,13309633.83207591,114553446.00299141,0.00000000,-698208733.93022728,748487065.84220648,0.00000000
9936000.00000000,13988971.26302227,116009366.05130334,0.00000000,-753466199.71082723,718362988.03617477,0.00000000
10022400.00000000,14638128.82007627,117490873.36957099,0.00000000,-806268827.47882640,686157635.69765139,0.00000000
10108800.00000000,15257048.44729858,118994986.43834481,0.00000000,-856611894.95051801,652113526.31713831,0.00000000
10195200.00000000,15845889.88995823,120518951.06851873,0.00000000,-904508395.84350920,616454686.28174436,0.00000000
10281600.00000000,16404986.66436229,122060236.98216389,0.00000000,-949985458.45234966,579386928.99096596,0.00000000
10368000.00000000,16934808.30743182,123616529.78257310,0.00000000,-993081275.02019513,541098508.01515853,0.00000000
10454400.00000000,17435928.48410537,125185719.89290932,0.00000000,-1033842507.58754027,501761016.82845330,0.00000000
10540800.00000000,17908998.38340488,126765889.68171027,0.00000000,-1072322124.02198124,461530436.02323312,0.00000000
10627200.00000000,18354724.77494742,128355299.68660867,0.00000000,-1108577613.12974501,420548253.87595344,0.00000000
10713600.00000000,18773852.09655258,129952374.59701940,0.00000000,-1142669527.65747643,378942606.51865494,0.00000000
10800000.00000000,19167147.97774262,131555689.45824754,0.00000000,-1174660306.77034616,336829400.10004365,0.00000000
10886400.00000000,19535391.65728652,133163956.40668014,0.00000000,-1204613333.93237567,294313389.74810308,0.00000000
10972800.00000000,19879364.81462586,134776012.13077489,0.00000000,-1232592191.13246417,251489199.49621186,0.00000000
11059200.00000000,20199844.39806074,136390806.16805112,0.00000000,-1258660075.52735782,208442274.20863754,0.00000000
11145600.00000000,20497597.09277874,138007390.08763933,0.00000000,-1282879349.46982479,165249759.47449559,0.00000000
11232000.00000000,20773375.12690108,139624907.56559601,0.00000000,-1305311199.37146711,121981308.88395679,0.00000000
11318400.00000000,21027913.16268512,141242585.33161449,0.00000000,-1326015382.83240843,78699820.42492151,0.00000000
11404800.00000000,21261926.06264034,142859724.94736782,0.00000000,-1345050046.93663812,35462105.23452558,0.00000000
11491200.00000000,21476107.35683561,144475695.36572367,0.00000000,-1362471603.58243227,-7680507.16565322,0.00000000
11577600.00000000,21671128.26860393,146089926.21434468,0.00000000,-1378334650.23294163,-50681622.55607335,0.00000000
11664000.00000000,21847637.18180146,147701901.74513617,0.00000000,-1392691926.58292294,-93499289.86589122,0.00000000
11750400.00000000,22006259.45439671,149311155.39144245,0.00000000,-1405594299.39603734,-136095558.45402873,0.00000000
11836800.00000000,22147597.50107019,150917264.87695765,0.00000000,-1417090769.22352338,-178436080.26684400,0.00000000
11923200.00000000,22272231.08226509,152519847.82338530,0.00000000,-1427228493.91564989,-220489752.56411716,0.00000000
12009600.00000000,22380717.74925062,154118557.80750719,0.00000000,-1436052824.82327151,-262228397.20012736,0.00000000
12096000.00000000,22473593.40468124,155713080.82220298,0.00000000,-1443607352.39384723,-303626472.76214516,0.00000000
12182400.00000000,22551372.94623442,157303132.09988204,0.00000000,-1449933958.52508640,-344660816.18763345,0.00000000
12268800.00000000,22614550.96750520,158888453.26061481,0.00000000,-1455072873.57587814,-385310410.79259360,0.00000000
12355200.00000000,22663602.49569536,160468809.75089332,0.00000000,-1459062736.37009811,-425556177.93973625,0.00000000
12441600.00000000,22698983.74998061,162043988.54235777,0.00000000,-1461940655.88237715,-465380789.85237181,0.00000000
12528000.00000000,22721132.90795622,163613796.06297582,0.00000000,-1463742273.58096480,-504768501.33604097,0.00000000
12614400.00000000,22730470.87040088,165178056.33604181,0.00000000,-1464501825.63380480,-543704998.40427899,0.00000000
12700800.00000000,22727402.01688677,166736609.30498102,0.00000000,-1464252204.37003112,-582177262.01780272,0.00000000
12787200.00000000,22712314.94660207,168289309.32430789,0.00000000,-1463025018.53864646,-620173445.33869660,0.00000000
12873600.00000000,22685583.20022563,169836023.79921278,0.00000000,-1460850652.02597857,-657682763.07408142,0.00000000
12960000.00000000,22647565.95987013,171376631.95815685,0.00000000,-1457758320.78921652,-694695391.63869560,0.00000000
13046400.00000000,22598608.72504567,172911023.74455714,0.00000000,-1453776127.83945322,-731202379.00429869,0.00000000
13132800.00000000,22539043.96333712,174439098.81516233,0.00000000,-1448931116.16792631,-767195563.22731853,0.00000000
13219200.00000000,22469191.73507097,175960765.63407177,0.00000000,-1443249319.55657458,-802667498.75615382,0.00000000
13305600.00000000,22389360.29170364,177475940.65255353,0.00000000,-1436755811.25107646,-837611389.71737874,0.00000000
13392000.00000000,22299846.64801517,178984547.56588593,0.00000000,-1429474750.50322056,-872021029.46705425,0.00000000
13478400.00000000,22200937.12846231,180486516.63939667,0.00000000,-1421429427.01139760,-905890745.77059686,0.00000000
13564800.00000000,22092907.88824825,181981784.09671721,0.00000000,-1412642303.30452776,-939215351.04325056,0.00000000
13651200.00000000,21976025.40981565,183470291.56401896,0.00000000,-1403135055.12692666,-971990097.14412451,0.00000000
13737600.00000000,21850546.97557741,184951985.56466264,0.00000000,-1392928609.89033222,-1004210634.27084756,0.00000000
13824000.00000000,21716721.11777247,186426817.05928263,0.00000000,-1382043183.26528287,-1035872973.54993534,0.00000000
13910400.00000000,21574788.04638079,187894741.02685374,0.00000000,-1370498313.98782301,-1066973452.96064985,0.00000000
13996800.00000000,21424980.05605700,189355716.08275306,0.00000000,-1358312896.95957875,-1097508706.26806951,0.00000000
14083200.00000000,21267521.91305111,190809704.13024536,0.00000000,-1345505214.71998239,-1127475634.67482495,0.00000000
14169600.00000000,21102631.22308117,192256670.04218882,0.00000000,-1332092967.36911798,-1156871380.93097329,0.00000000
14256000.00000000,20930518.78110904,193696581.37008694,0.00000000,-1318093301.01856565,-1185693305.66820407,0.00000000
14342400.00000000,20751388.90394995,195129408.07790452,0.00000000,-1303522834.84594059,-1213938965.74838066,0.00000000
14428800.00000000,20565439.74662028,196555122.29832745,0.00000000,-1288397686.82669830,-1241606094.43764377,0.00000000
14515200.00000000,20372863.60329836,197973698.10937777,0.00000000,-1272733498.21435165,-1268692583.23623490,0.00000000
14601600.00000000,20173847.19374036,199385111.32950422,0.00000000,-1256545456.83761024,-1295196465.21110797,0.00000000
14688000.00000000,19968571.93595973,200789339.32945350,0.00000000,-1239848319.28018785,-1321115899.69349790,0.00000000
14774400.00000000,19757214.20594357,202186360.85939401,0.00000000,-1222656432.00619578,-1346449158.21712613,0.00000000
14860800.00000000,19539945.58514464,203576155.88991231,0.00000000,-1204983751.49119687,-1371194611.58480930,0.00000000
14947200.00000000,19316933.09645270,204958705.46563542,0.00000000,-1186843863.41617274,-1395350717.96206856,0.00000000
15033600.00000000,19088339.42931511,206333991.57035184,0.00000000,-1168250000.97888422,-1418916011.90604091,0.00000000
15120000.00000000,18854323.15464319,207701997.00261101,0.00000000,-1149215062.37440753,-1441889094.24670839,0.00000000
15206400.00000000,18615038.93010901,209062705.26087710,0.00000000,-1129751627.49401951,-1464268622.74527907,0.00000000
15292800.00000000,18370637.69640612,210416100.43739942,0.00000000,-1109871973.88909316,-1486053303.46158648,0.00000000
15379200.00000000,18121266.86501842,211762167.12003976,0.00000000,-1089588092.04426408,-1507241882.76869702,0.00000000
15465600.00000000,17867070.49801321,213100890.30136654,0.00000000,-1068911700.00183535,-1527833139.95861197,0.00000000
15552000.00000000,17608189.48034752,214432255.29438922,0.00000000,-1047854257.37721682,-1547825880.38807964,0.00000000
15638400.00000000,17344761.68515170,215756247.65436295,0.00000000,-1026426978.80312991,-1567218929.11816716,0.00000000
15724800.00000000,17076922.13243019,217072853.10614491,0.00000000,-1004640846.83836758,-1586011125.00541592,0.00000000
15811200.00000000,16804803.14159699,218382057.47663063,0.00000000,-982506624.37506199,-1604201315.20618844,0.00000000
15897600.00000000,16528534.47824198,219683846.63183993,0.00000000,-960034866.57669508,-1621788350.05922556,0.00000000
15984000.00000000,16248243.49550466,220978206.41826066,0.00000000,-937235932.37746751,-1638771078.31453323,0.00000000
16070400.00000000,15964055.27041297,222265122.60809276,0.00000000,-914119995.57213449,-1655148342.67952013,0.00000000
16156800.00000000,15676092.73552790,223544580.84806636,0.00000000,-890697055.52400482,-1670918975.65585256,0.00000000
16243200.00000000,15384476.80621801,224816566.61153629,0.00000000,-866976947.51748562,-1686081795.64280963,0.00000000
16329600.00000000,15089326.50387347,226081065.15358102,0.00000000,-842969352.78033531,-1700635603.28502131,0.00000000
16416000.00000000,14790759.07535479,227338061.46885780,0.00000000,-818683808.19965422,-1714579178.04438949,0.00000000
16502400.00000000,14488890.10895893,228587540.25198686,0.00000000,-794129715.75459743,-1727911274.97774267,0.00000000
16588800.00000000,14183833.64717357,229829485.86025801,0.00000000,-769316351.68782854,-1740630621.70336723,0.00000000
16675200.00000000,13875702.29647915,231063882.27846974,0.00000000,-744252875.43684709,-1752735915.54101992,0.00000000
16761600.00000000,13564607.33444872,232290713.08572844,0.00000000,-718948338.34551275,-1764225820.81136799,0.00000000
16848000.00000000,13250658.81438618,233509961.42404994,0.00000000,-693411692.17534828,-1775098966.28202963,0.00000000
16934400.00000000,12933965.66773566,234721609.96861959,0.00000000,-667651797.43553782,-1785353942.74852133,0.00000000
17020800.00000000,12614635.80448695,235925640.89957988,0.00000000,-641677431.54992962,-1794989300.73946309,0.00000000
17107200.00000000,12292776.21179557,237122035.87522694,0.00000000,-615497296.87881994,-1804003548.33636093,0.00000000
17193600.00000000,11968493.05103032,238310776.00650728,0.00000000,-589120028.61281455,-1812395149.09918022,0.00000000
17280000.00000000,11641891.75345550,239491841.83271772,0.00000000,-562554202.55565250,-1820162520.08976531,0.00000000
17366400.00000000,11313077.11475140,240665213.29832006,0.00000000,-535808342.81251872,-1827304029.98593950,0.00000000
17452800.00000000,10982153.38857227,241830869.73079148,0.00000000,-508890929.40007359,-1833817997.27985716,0.00000000
17539200.00000000,10649224.37933846,242988789.81944048,0.00000000,-481810405.79418498,-1839702688.55487442,0.00000000
17625600.00000000,10314393.53445680,244138951.59512541,0.00000000,-454575186.43116021,-1844956316.83586574,0.00000000
17712000.00000000,9977764.03616199,245281332.41082162,0.00000000,-427193664.17814237,-1849577040.00854063,0.00000000
17798400.00000000,9639438.89317046,246415908.92298964,0.00000000,-399674217.78825659,-1853562959.30392957,0.00000000
17884800.00000000,9299521.03233800,247542657.07370460,0.00000000,-372025219.35606498,-1856912117.84478712,0.00000000
17971200.00000000,8958113.39051283,248661552.07351404,0.00000000,-344255041.78891820,-1859622499.25124335,0.00000000
18057600.00000000,8615319.00677680,249772568.38499820,0.00000000,-316372066.30987221,-1861692026.30359221,0.00000000
18144000.00000000,8271241.11526888,250875679.70701376,0.00000000,-288384690.00797498,-1863118559.66067410,0.00000000
18230400.00000000,7925983.23878769,251970858.95960894,0.00000000,-260301333.45191857,-1863899896.63286757,0.00000000
18316800.00000000,7579649.28337273,253058078.26960486,0.00000000,-232130448.38329780,-1864033770.00927305,0.00000000
18403200.00000000,7232343.63406769,254137308.95684516,0.00000000,-203880525.50602016,-1863517846.93925333,0.00000000
18489600.00000000,6884171.25207366,255208521.52112317,0.00000000,-175560102.38877252,-1862349727.86908436,0.00000000
18576000.00000000,6535237.77350534,256271685.62980336,0.00000000,-147177771.49787077,-1860526945.53508902,0.00000000
18662400.00000000,6185649.60996905,257326770.10616216,0.00000000,-118742188.37830153,-1858046964.01526833,0.00000000
18748800.00000000,5835514.05118829,258373742.91848081,0.00000000,-90262080.00131047,-1854907177.84211421,0.00000000
18835200.00000000,5484939.36991008,259412571.16993228,0.00000000,-61746253.29750432,-1851104911.18000841,0.00000000
18921600.00000000,5134034.92933348,260443221.08931327,0.00000000,-33203603.89511406,-1846637417.07136440,0.00000000
19008000.00000000,4782911.29331116,261465658.02268261,0.00000000,-4643125.08381911,-1841501876.75648689,0.00000000
19094400.00000000,4431680.33958508,262479846.42597762,0.00000000,23926082.97464098,-1835695399.07299209,0.00000000
19180800.00000000,4080455.37632816,263485749.85869226,0.00000000,52494803.76693612,-1829215019.94158053,0.00000000
19267200.00000000,3729351.26227633,264483330.97871277,0.00000000,81053694.65657872,-1822057701.94597149,0.00000000
19353600.00000000,3378484.53074821,265472551.53842074,0.00000000,109593276.79613072,-1814220334.01592612,0.00000000
19440000.00000000,3027973.51786425,266453372.38218829,0.00000000,138103924.69783330,-1805699731.22349548,0.00000000
19526400.00000000,2677938.49529224,267425753.44540599,0.00000000,166575855.43605262,-1796492634.70396447,0.00000000
19612800.00000000,2328501.80786309,268389653.75520292,0.00000000,194999117.45358044,-1786595711.71441436,0.00000000
19699200.00000000,1979788.01641851,269345031.43303716,0.00000000,223363578.94237146,-1776005555.84443283,0.00000000
19785600.00000000,1631924.04627148,270291843.69935697,0.00000000,251658915.76773325,-1764718687.39526224,0.00000000
19872000.00000000,1285039.34168111,271230046.88055718,0.00000000,279874598.90330559,-1752731553.94562340,0.00000000
19958400.00000000,939266.02676548,272159596.41848093,0.00000000,307999881.34236997,-1740040531.12460041,0.00000000
20044800.00000000,594739.07329985,273080446.88274705,0.00000000,336023784.44910896,-1726641923.61434817,0.00000000
20131200.00000000,251596.47587243,273992551.98621511,0.00000000,363935083.71138835,-1712531966.40801740,0.00000000
20217600.00000000,-90020.56510278,274895864.60393596,0.00000000,391722293.85445464,-1697706826.35120630,0.00000000
20304000.00000000,-429967.45198858,275790336.79597604,0.00000000,419373653.27262402,-1682162603.99848509,0.00000000
20390400.00000000,-768095.98958465,276675919.83454692,0.00000000,446877107.73358452,-1665895335.82013321,0.00000000
20476800.00000000,-1104254.17525523,277552564.23592186,0.00000000,474220293.30733454,-1648900996.79822040,0.00000000
20563200.00000000,-1438285.97890100,278420219.79767424,0.00000000,501390518.46904171,-1631175503.45560598,0.00000000
20649600.00000000,-1770031.11211611,279278835.64183503,0.00000000,528374745.32222414,-1612714717.36637163,0.00000000
20736000.00000000,-2099324.78583439,280128360.26463312,0.00000000,555159569.88563383,-1593514449.20170498,0.00000000
20822400.00000000,-2425997.45572973,280968741.59355778,0.00000000,581731201.38406730,-1573570463.37138796,0.00000000
20908800.00000000,-2749874.55459559,281799927.05256742,0.00000000,608075440.48004866,-1552878483.32787752,0.00000000
20995200.00000000,-3070776.21088660,282621863.63636124,0.00000000,634177656.37993813,-1531434197.60759330,0.00000000
21081600.00000000,-3388516.95256255,283434497.99473643,0.00000000,660022762.74453640,-1509233266.69253635,0.00000000
21168000.00000000,-3702905.39533153,284237776.52816898,0.00000000,685595192.33070278,-1486271330.78486776,0.00000000
21254400.00000000,-4013743.91434455,285031645.49588776,0.00000000,710878870.28692377,-1462544018.59768033,0.00000000
21340800.00000000,-4320828.29835049,285816051.13785696,0.00000000,735857186.02219319,-1438046957.27705932,0.00000000
21427200.00000000,-4623947.38527684,286590939.81224388,0.00000000,760512963.56406415,-1412775783.58376908,0.00000000
21513600.00000000,-4922882.67816046,287356258.15013295,0.00000000,784828430.31836843,-1386726156.47771573,0.00000000
21600000.00000000,-5217407.94031413,288111953.22944880,0.00000000,808785184.13996613,-1359893771.26488876,0.00000000
21686400.00000000,-5507288.76858026,288857972.77027935,0.00000000,832364158.62110615,-1332274375.48499203,0.00000000
21772800.00000000,-5792282.14349513,289594265.35404444,0.00000000,855545586.50167859,-1303863786.73867249,0.00000000
21859200.00000000,-6072135.95516678,290320780.66923988,0.00000000,878308961.10400903,-1274657912.67638755,0.00000000
21945600.00000000,-6346588.50366043,291037469.78680408,0.00000000,900632995.69409442,-1244652773.39681172,0.00000000
22032000.00000000,-6615367.97269039,291744285.46851116,0.00000000,922495580.67157936,-1213844526.53158236,0.00000000
22118400.00000000,-6878191.87544035,292441182.51218933,0.00000000,943873738.49264669,-1182229495.32545471,0.00000000
22204800.00000000,-7134766.47138002,293128118.13800776,0.00000000,964743576.23374856,-1149804200.05696559,0.00000000
